# t F_s(q,t) xhi_4(t)
0.010  0.99645348  3.0163442e-05
0.020  0.98614777  0.00044575175
0.030  0.97000356  0.002000648
0.040  0.94936565  0.0054315143
0.050  0.92579633  0.011137368
0.060  0.90086919  0.019083633
0.070  0.87599987  0.028767282
0.080  0.85233547  0.039275072
0.090  0.83070582  0.049579781
0.100  0.81162205  0.059011222
0.110  0.79530529  0.067506226
0.120  0.78173121  0.075482608
0.130  0.77068416  0.083622512
0.140  0.76181777  0.092564021
0.150  0.75471429  0.10258289
0.160  0.74893343  0.11364401
0.170  0.7440539  0.12567339
0.180  0.73970998  0.1385976
0.190  0.73562107  0.15229952
0.200  0.73160746  0.16666375
0.210  0.72759271  0.18177544
0.220  0.7235866  0.19790162
0.230  0.71965862  0.2153077
0.240  0.71590753  0.23401937
0.250  0.7124363  0.25386572
0.260  0.7093286  0.27475326
0.270  0.70663337  0.29688621
0.280  0.70435711  0.32045324
0.290  0.70246667  0.34523818
0.300  0.70089994  0.37043775
0.310  0.69957333  0.3947587
0.320  0.69838892  0.41696488
0.330  0.69724491  0.43646567
0.340  0.69604941  0.45329545
0.350  0.69473878  0.46790257
0.360  0.6932852  0.4809671
0.370  0.69169639  0.49311145
0.380  0.69000681  0.50475146
0.390  0.68826757  0.5160084
0.400  0.68653522  0.52659616
0.410  0.68486009  0.53612898
0.420  0.68327909  0.54448485
0.430  0.68182003  0.55214645
0.440  0.68050577  0.55991538
0.450  0.67935184  0.56839319
0.460  0.67836188  0.5775877
0.470  0.67752635  0.58725325
0.480  0.67682324  0.59726084
0.490  0.67622249  0.60761767
0.500  0.67569203  0.61832191
0.510  0.67520197  0.62931252
0.520  0.67473015  0.64048566
0.530  0.674264  0.65168118
0.540  0.67379999  0.66250223
0.550  0.67333931  0.67232016
0.560  0.67288388  0.6805891
0.570  0.67243302  0.68719777
0.580  0.67198517  0.69234627
0.590  0.67153652  0.69615655
0.600  0.67108331  0.69883757
0.610  0.67062184  0.70076689
0.620  0.6701469  0.70230651
0.630  0.66965487  0.70370033
0.640  0.66914686  0.70487846
0.650  0.66863061  0.70565677
0.660  0.66811886  0.70595847
0.670  0.6676285  0.70633049
0.680  0.66717975  0.70803491
0.690  0.66678646  0.71256213
0.700  0.66644717  0.7209993
0.710  0.66614389  0.73355712
0.720  0.66584973  0.74970422
0.730  0.66554241  0.76858235
0.740  0.66521637  0.78932144
0.750  0.66488335  0.81094891
0.760  0.66456194  0.83251206
0.770  0.66426208  0.85298834
0.780  0.66398127  0.87090711
0.790  0.66370889  0.88466161
0.800  0.66342914  0.89338989
0.810  0.66312689  0.8978392
0.820  0.66279503  0.90014229
0.830  0.66244035  0.90257897
0.840  0.66208321  0.90651097
0.850  0.66175004  0.91236881
0.860  0.66146242  0.91998998
0.870  0.66122841  0.92924085
0.880  0.6610402  0.94040849
0.890  0.66088312  0.95362127
0.900  0.66074125  0.96782661
0.910  0.66060025  0.98035989
0.920  0.66044547  0.98831234
0.930  0.66026103  0.9902778
0.940  0.66003378  0.98721262
0.950  0.65975752  0.98158861
0.960  0.65943267  0.97613978
0.970  0.65906915  0.97271735
0.980  0.65868371  0.97207375
0.990  0.6582967  0.97401122
1.000  0.6579249  0.97767268
1.010  0.65758123  0.98223639
1.020  0.65727362  0.98705836
1.030  0.65700669  0.99161421
1.040  0.65678144  0.99564671
1.050  0.65659772  0.99939308
1.060  0.6564557  1.003451
1.070  0.65634972  1.0082721
1.080  0.6562654  1.0138828
1.090  0.65618299  1.0198241
1.100  0.65608527  1.0255908
1.110  0.65596357  1.0308884
1.120  0.65581772  1.0355652
1.130  0.65564725  1.0394766
1.140  0.65545078  1.0425313
1.150  0.65523004  1.0447902
1.160  0.65499314  1.0465575
1.170  0.65475288  1.0482408
1.180  0.65452262  1.050285
1.190  0.65431512  1.0529422
1.200  0.65414333  1.0558272
1.210  0.65401863  1.057867
1.220  0.65394681  1.0578188
1.230  0.65392628  1.055026
1.240  0.6539492  1.0499163
1.250  0.65400488  1.0436933
1.260  0.65408247  1.0377389
1.270  0.6541748  1.0330027
1.280  0.65428051  1.0295111
1.290  0.65439964  1.0264343
1.300  0.65452531  1.0226758
1.310  0.65463974  1.0177263
1.320  0.65471939  1.0122647
1.330  0.65474536  1.0076482
1.340  0.65471143  1.0048788
1.350  0.65462582  1.0038761
1.360  0.65450907  1.0036527
1.370  0.6543892  1.0028146
1.380  0.6542912  1.000434
1.390  0.65422848  0.9960668
1.400  0.65419935  0.98965663
1.410  0.65419305  0.98164795
1.420  0.65419739  0.97295793
1.430  0.65420455  0.96484826
1.440  0.65420961  0.95865312
1.450  0.65420632  0.95544541
1.460  0.65418955  0.95567407
1.470  0.65415777  0.9590464
1.480  0.65411021  0.96495864
1.490  0.65404267  0.9731624
1.500  0.65394938  0.98388133
1.510  0.65382843  0.99735131
1.520  0.65368361  1.0133869
1.530  0.65352545  1.031346
1.540  0.65336763  1.050349
1.550  0.65322462  1.0694216
1.560  0.65310772  1.0877044
1.570  0.65302673  1.1043173
1.580  0.65298816  1.1183482
1.590  0.65299528  1.1291245
1.600  0.65304633  1.1363183
1.610  0.65313261  1.1402057
1.620  0.65323562  1.1414481
1.630  0.65332843  1.1408932
1.640  0.65338539  1.139424
1.650  0.65339234  1.1380952
1.660  0.65335286  1.1378497
1.670  0.65328395  1.1395814
1.680  0.65320423  1.1440501
1.690  0.65312819  1.1514806
1.700  0.65306457  1.1609903
1.710  0.65301693  1.1705484
1.720  0.65298371  1.1782537
1.730  0.65296276  1.1832441
1.740  0.65295616  1.1859633
1.750  0.6529679  1.1877276
1.760  0.65299755  1.1900058
1.770  0.65303973  1.193941
1.780  0.65308418  1.1998549
1.790  0.65311906  1.2073856
1.800  0.6531343  1.2158187
1.810  0.65312371  1.2246201
1.820  0.65308554  1.2334403
1.830  0.65302105  1.2418475
1.840  0.65293166  1.2494763
1.850  0.65281708  1.2561923
1.860  0.65267373  1.2622211
1.870  0.65249599  1.2679189
1.880  0.65227868  1.273214
1.890  0.65202363  1.2776715
1.900  0.65174556  1.2805624
1.910  0.65146889  1.2814798
1.920  0.65121359  1.2806363
1.930  0.65098643  1.2787234
1.940  0.65077866  1.2765493
1.950  0.65057043  1.2746225
1.960  0.65034135  1.2729876
1.970  0.65007921  1.2713528
1.980  0.64978567  1.2694572
1.990  0.64947943  1.2670517
2.000  0.6491864  1.2638323
2.010  0.64892689  1.259235
2.020  0.64870816  1.2529481
2.030  0.64852597  1.2453202
2.040  0.64837059  1.2370538
2.050  0.64823147  1.2287131
2.060  0.64809974  1.2204857
2.070  0.64797183  1.2122648
2.080  0.64784666  1.2039604
2.090  0.64772586  1.1955236
2.100  0.64761418  1.1873804
2.110  0.64751694  1.1805116
2.120  0.64743842  1.1759127
2.130  0.6473752  1.17401
2.140  0.64731583  1.17448
2.150  0.64724872  1.1764503
2.160  0.64716798  1.1791012
2.170  0.64707578  1.1819881
2.180  0.64698045  1.1849117
2.190  0.64688997  1.1873737
2.200  0.6468074  1.188393
2.210  0.64673006  1.1870796
2.220  0.64664985  1.183589
2.230  0.64655914  1.1795045
2.240  0.64645702  1.1772077
2.250  0.64635104  1.1788996
2.260  0.64624883  1.1855367
2.270  0.64615278  1.1966985
2.280  0.64605899  1.2109895
2.290  0.64595981  1.2266871
2.300  0.6458443  1.2422736
2.310  0.64570197  1.2569522
2.320  0.64552472  1.2708126
2.330  0.6453078  1.2842805
2.340  0.64504785  1.2974253
2.350  0.64474766  1.3094036
2.360  0.64441886  1.3187508
2.370  0.64408145  1.3240638
2.380  0.64376002  1.3249559
2.390  0.64347821  1.321739
2.400  0.64325073  1.3149857
2.410  0.6430806  1.3054244
